,time_stamp,x_cod_left_gaze,y_cod_left_gaze,x_cod_right_gaze,y_cod_right_gaze
0,2942367336084,1780.301055908203,1066.1021232604983,1797.4563217163086,1043.486144542694
1,2942367352739,1786.8170928955078,1034.2524790763855,1787.7548217773438,1030.6110906600952
2,2942367369393,,,1786.395721435547,1031.7231988906863
3,2942367386048,1763.6105346679688,1050.6280088424685,1783.9703750610352,1023.3693194389344
4,2942367402704,1773.091735839844,1023.9791893959045,1775.7553482055664,1050.1006650924685
5,2942367419358,1777.3963165283205,1012.100694179535,1785.8928680419922,1050.794734954834
6,2942367436013,1791.7762756347656,1011.7820477485656,1804.7665786743164,1040.5539536476135
7,2942367452668,1786.6537857055664,996.6269659996034,1805.2102661132815,1032.536745071411
8,2942367469323,1798.597984313965,999.7534346580504,1809.8046112060547,1025.1799392700193
9,2942367485978,1809.1137313842773,1006.2305188179016,1807.6591873168945,1023.1634545326233
10,2942367502633,1809.7117996215823,994.0827512741089,1804.8999023437502,1018.4678936004638
11,2942367519288,1806.1969757080078,992.2617030143738,1811.9691467285156,1009.08127784729
12,2942367535942,1808.463821411133,1000.5311894416809,1820.7899093627927,1000.5215334892272
13,2942367552597,1792.0618057250977,987.191812992096,1814.043388366699,1024.62749004364
14,2942367569253,1788.936882019043,990.1462769508361,1804.3151092529295,1021.6830039024353
15,2942367585907,1798.6417007446287,994.0530109405518,1794.6867370605469,997.7126812934877
16,2942367602562,1793.9088821411133,985.7215332984924,1786.9902420043945,987.034034729004
17,2942367619217,1792.9787063598635,971.5393209457397,1785.937957763672,997.3498106002808
18,2942367635871,1776.3831710815432,959.7622776031494,1780.8531188964846,998.8166141510011
19,2942367652527,1763.6439514160156,961.9662165641785,1784.5373153686526,990.7598805427552
20,2942367669182,1735.5823516845703,949.6812057495117,1790.2857971191404,980.2422952651979
21,2942367685836,1748.6523056030273,938.5953998565674,1793.812065124512,992.4872016906738
22,2942367702491,1777.3072814941406,941.4880657196045,1787.6782608032224,976.2901139259338
23,2942367719146,1757.839050292969,940.2377486228943,1793.7007141113281,964.2493987083435
24,2942367735801,1745.8798599243164,937.6757669448853,1787.3657226562498,954.5826315879822
25,2942367752456,1752.3886871337893,935.8076620101929,1787.6684188842773,947.9543995857239
26,2942367769111,1751.9659423828125,919.412305355072,1793.8768386840823,940.0746917724609
27,2942367785766,1744.3555068969727,909.6731185913086,1794.3925094604492,927.0529317855835
28,2942367802420,1759.5031356811523,891.5418791770935,1784.3848800659182,922.2542452812195
29,2942367819075,1762.050476074219,885.580358505249,1790.9788513183596,937.9843711853027
30,2942367835731,1753.7777709960938,889.1807413101196,1794.7709655761719,930.1006078720093
31,2942367852385,1758.9280700683591,890.2024698257446,1790.7183837890627,916.9959998130798
32,2942367869040,1732.1041488647463,881.2829446792603,1794.4983673095705,910.6783032417297
33,2942367885695,1747.902488708496,868.4059596061707,1787.951774597168,908.1792140007019
34,2942367902349,1747.902488708496,868.4059596061707,1784.388198852539,906.5239262580872
35,2942367919005,,,1778.5224151611326,907.3484802246094
36,2942367935660,,,1778.3720397949216,903.4015130996704
37,2942367952314,,,1785.384292602539,897.9192495346069
38,2942367968969,,,1783.6857604980469,889.1704416275024
39,2942367985624,,,1779.2025375366213,887.2557950019836
40,2942368002280,,,1785.531234741211,883.264410495758
41,2942368018934,,,1805.863265991211,914.9934196472168
42,2942368035589,,,1805.1231765747073,916.3532996177673
43,2942368052244,,,1788.3417892456055,880.0275421142578
44,2942368068898,,,1786.531219482422,871.0252976417542
45,2942368085554,,,1792.9282379150393,889.746515750885
46,2942368102209,,,1799.2301559448242,893.9077162742615
47,2942368118863,,,1809.3846130371096,904.1662645339966
48,2942368135518,,,1816.791801452637,900.2485871315002
49,2942368152173,,,1803.447074890137,867.5501203536987
50,2942368168828,,,1800.391616821289,865.4765367507935
51,2942368185483,,,1799.4759750366213,874.0608716011047
52,2942368202138,,,1796.2116622924805,873.7525248527527
53,2942368218792,,,1841.4113616943357,931.639187335968
54,2942368235447,,,1968.731460571289,1046.4175629615786
55,2942368252103,,,1797.4369812011719,838.3397698402405
56,2942368268758,,,1804.0457153320312,870.8974528312683
57,2942368285412,,,1803.9840316772459,867.8186845779419
58,2942368302067,,,1796.5410232543945,848.7633061408997
59,2942368318722,,,1783.5255432128909,838.1048083305359
60,2942368335376,,,1779.4031524658203,835.5267333984375
61,2942368352032,,,1781.9325256347656,847.1824336051941
62,2942368368687,,,1782.0434188842773,845.7670640945435
63,2942368385341,,,1788.9178848266604,836.0465455055237
64,2942368401996,,,1779.7477340698242,841.279878616333
65,2942368418651,,,1778.0591583251953,851.3832235336304
66,2942368435306,,,1782.1394348144534,850.057783126831
67,2942368451961,,,1795.7358169555664,868.7502264976501
68,2942368468616,,,1789.8435974121094,870.1837491989136
69,2942368485270,,,1772.219696044922,852.3655557632446
70,2942368501925,,,1775.2759552001955,855.5717825889587
71,2942368518581,,,1781.4662933349612,847.5059080123901
